"Datum","Feiertag","Kanton","Typ"
2012-06-07,"Fronleichnam","UR","A"
2012-06-07,"Fronleichnam","SZ","A"
2012-06-07,"Fronleichnam","OW","A"
2012-06-07,"Fronleichnam","NW","A"
2012-06-07,"Fronleichnam","ZG","A"
2012-06-07,"Fronleichnam","FR","a"
2012-06-07,"Fronleichnam","SO","a"
2012-06-07,"Fronleichnam","BL","a"
2012-06-07,"Fronleichnam","AI","A"
2012-06-07,"Fronleichnam","GR","a"
2012-06-07,"Fronleichnam","AG","a"
2012-06-07,"Fronleichnam","TI","B"
2012-06-07,"Fronleichnam","VS","A"
2012-06-07,"Fronleichnam","NE","a"
2012-06-07,"Fronleichnam","JU","A"
2012-08-01,"Bundesfeier","ZH","A"
2012-08-01,"Bundesfeier","BE","A"
2012-08-01,"Bundesfeier","LU","A"
2012-08-01,"Bundesfeier","UR","A"
2012-08-01,"Bundesfeier","SZ","A"
2012-08-01,"Bundesfeier","OW","A"
2012-08-01,"Bundesfeier","NW","A"
2012-08-01,"Bundesfeier","GL","A"
2012-08-01,"Bundesfeier","ZG","A"
2012-08-01,"Bundesfeier","FR","A"
2012-08-01,"Bundesfeier","SO","A"
2012-08-01,"Bundesfeier","BS","A"
2012-08-01,"Bundesfeier","BL","A"
2012-08-01,"Bundesfeier","SH","A"
2012-08-01,"Bundesfeier","AR","A"
2012-08-01,"Bundesfeier","AI","A"
2012-08-01,"Bundesfeier","SG","A"
2012-08-01,"Bundesfeier","GR","A"
2012-08-01,"Bundesfeier","AG","A"
2012-08-01,"Bundesfeier","TG","A"
2012-08-01,"Bundesfeier","TI","A"
2012-08-01,"Bundesfeier","VD","A"
2012-08-01,"Bundesfeier","VS","A"
2012-08-01,"Bundesfeier","NE","A"
2012-08-01,"Bundesfeier","GE","A"
2012-08-01,"Bundesfeier","JU","A"
2012-08-15,"Mariä Himmelfahrt","LU","A"
2012-08-15,"Mariä Himmelfahrt","UR","A"
2012-08-15,"Mariä Himmelfahrt","SZ","A"
2012-08-15,"Mariä Himmelfahrt","OW","A"
2012-08-15,"Mariä Himmelfahrt","NW","A"
2012-08-15,"Mariä Himmelfahrt","ZG","A"
2012-08-15,"Mariä Himmelfahrt","FR","a"
2012-08-15,"Mariä Himmelfahrt","SO","a"
2012-08-15,"Mariä Himmelfahrt","BL","a"
2012-08-15,"Mariä Himmelfahrt","AI","B"
2012-08-15,"Mariä Himmelfahrt","GR","a"
2012-08-15,"Mariä Himmelfahrt","AG","a"
2012-08-15,"Mariä Himmelfahrt","TI","A"
2012-08-15,"Mariä Himmelfahrt","VS","A"
2012-08-15,"Mariä Himmelfahrt","JU","B"
2012-11-01,"Allerheiligen","LU","A"
2012-11-01,"Allerheiligen","UR","A"
2012-11-01,"Allerheiligen","SZ","A"
2012-11-01,"Allerheiligen","OW","A"
2012-11-01,"Allerheiligen","NW","A"
2012-11-01,"Allerheiligen","GL","A"
2012-11-01,"Allerheiligen","ZG","A"
2012-11-01,"Allerheiligen","FR","a"
2012-11-01,"Allerheiligen","SO","a"
2012-11-01,"Allerheiligen","AI","B"
2012-11-01,"Allerheiligen","SG","A"
2012-11-01,"Allerheiligen","GR","a"
2012-11-01,"Allerheiligen","AG","a"
2012-11-01,"Allerheiligen","TI","A"
2012-11-01,"Allerheiligen","VS","A"
2012-11-01,"Allerheiligen","JU","B"
2012-12-08,"Mariä Empfängnis","LU","B"
2012-12-08,"Mariä Empfängnis","UR","A"
2012-12-08,"Mariä Empfängnis","SZ","B"
2012-12-08,"Mariä Empfängnis","OW","A"
2012-12-08,"Mariä Empfängnis","NW","A"
2012-12-08,"Mariä Empfängnis","ZG","A"
2012-12-08,"Mariä Empfängnis","FR","a"
2012-12-08,"Mariä Empfängnis","SO","a"
2012-12-08,"Mariä Empfängnis","AI","B"
2012-12-08,"Mariä Empfängnis","GR","a"
2012-12-08,"Mariä Empfängnis","AG","a"
2012-12-08,"Mariä Empfängnis","TI","B"
2012-12-08,"Mariä Empfängnis","VS","A"
2012-12-25,"Weihnachtstag","ZH","A"
2012-12-25,"Weihnachtstag","BE","A"
2012-12-25,"Weihnachtstag","LU","A"
2012-12-25,"Weihnachtstag","UR","A"
2012-12-25,"Weihnachtstag","SZ","A"
2012-12-25,"Weihnachtstag","OW","A"
2012-12-25,"Weihnachtstag","NW","A"
2012-12-25,"Weihnachtstag","GL","A"
2012-12-25,"Weihnachtstag","ZG","A"
2012-12-25,"Weihnachtstag","FR","A"
2012-12-25,"Weihnachtstag","SO","A"
2012-12-25,"Weihnachtstag","BS","A"
2012-12-25,"Weihnachtstag","BL","A"
2012-12-25,"Weihnachtstag","SH","A"
2012-12-25,"Weihnachtstag","AR","A"
2012-12-25,"Weihnachtstag","AI","A"
2012-12-25,"Weihnachtstag","SG","A"
2012-12-25,"Weihnachtstag","GR","A"
2012-12-25,"Weihnachtstag","AG","A"
2012-12-25,"Weihnachtstag","TG","A"
2012-12-25,"Weihnachtstag","TI","A"
2012-12-25,"Weihnachtstag","VD","A"
2012-12-25,"Weihnachtstag","VS","A"
2012-12-25,"Weihnachtstag","NE","A"
2012-12-25,"Weihnachtstag","GE","A"
2012-12-25,"Weihnachtstag","JU","A"
2012-12-26,"Stephanstag","ZH","A"
2012-12-26,"Stephanstag","BE","A"
2012-12-26,"Stephanstag","LU","A"
2012-12-26,"Stephanstag","UR","B"
2012-12-26,"Stephanstag","SZ","B"
2012-12-26,"Stephanstag","OW","D"
2012-12-26,"Stephanstag","NW","D"
2012-12-26,"Stephanstag","GL","A"
2012-12-26,"Stephanstag","ZG","D"
2012-12-26,"Stephanstag","FR","D"
2012-12-26,"Stephanstag","SO","a"
2012-12-26,"Stephanstag","BS","A"
2012-12-26,"Stephanstag","BL","A"
2012-12-26,"Stephanstag","SH","A"
2012-12-26,"Stephanstag","AR","A"
2012-12-26,"Stephanstag","AI","A"
2012-12-26,"Stephanstag","SG","A"
2012-12-26,"Stephanstag","GR","A"
2012-12-26,"Stephanstag","AG","a"
2012-12-26,"Stephanstag","TG","A"
2012-12-26,"Stephanstag","TI","A"
2012-12-26,"Stephanstag","NE","A"
2013-01-01,"Neujahrstag","ZH","A"
2013-01-01,"Neujahrstag","BE","A"
2013-01-01,"Neujahrstag","LU","A"
2013-01-01,"Neujahrstag","UR","A"
2013-01-01,"Neujahrstag","SZ","A"
2013-01-01,"Neujahrstag","OW","A"
2013-01-01,"Neujahrstag","NW","A"
2013-01-01,"Neujahrstag","GL","A"
2013-01-01,"Neujahrstag","ZG","A"
2013-01-01,"Neujahrstag","FR","A"
2013-01-01,"Neujahrstag","SO","A"
2013-01-01,"Neujahrstag","BS","A"
2013-01-01,"Neujahrstag","BL","A"
2013-01-01,"Neujahrstag","SH","A"
2013-01-01,"Neujahrstag","AR","A"
2013-01-01,"Neujahrstag","AI","A"
2013-01-01,"Neujahrstag","SG","A"
2013-01-01,"Neujahrstag","GR","A"
2013-01-01,"Neujahrstag","AG","A"
2013-01-01,"Neujahrstag","TG","A"
2013-01-01,"Neujahrstag","TI","A"
2013-01-01,"Neujahrstag","VD","A"
2013-01-01,"Neujahrstag","VS","A"
2013-01-01,"Neujahrstag","NE","A"
2013-01-01,"Neujahrstag","GE","A"
2013-01-01,"Neujahrstag","JU","A"
2013-01-02,"Berchtoldstag","ZH","D"
2013-01-02,"Berchtoldstag","BE","A"
2013-01-02,"Berchtoldstag","LU","D"
2013-01-02,"Berchtoldstag","OW","D"
2013-01-02,"Berchtoldstag","GL","D"
2013-01-02,"Berchtoldstag","ZG","D"
2013-01-02,"Berchtoldstag","FR","D"
2013-01-02,"Berchtoldstag","SO","D"
2013-01-02,"Berchtoldstag","SH","D"
2013-01-02,"Berchtoldstag","GR","d"
2013-01-02,"Berchtoldstag","AG","a"
2013-01-02,"Berchtoldstag","TG","A"
2013-01-02,"Berchtoldstag","VD","A"
2013-01-02,"Berchtoldstag","NE","D"
2013-01-02,"Berchtoldstag","GE","D"
2013-01-02,"Berchtoldstag","JU","B"
2013-01-06,"Heilige Drei Könige","UR","B"
2013-01-06,"Heilige Drei Könige","SZ","B"
2013-01-06,"Heilige Drei Könige","GR","a"
2013-01-06,"Heilige Drei Könige","TI","A"
2013-03-19,"Josefstag","LU","a"
2013-03-19,"Josefstag","UR","B"
2013-03-19,"Josefstag","SZ","A"
2013-03-19,"Josefstag","NW","B"
2013-03-19,"Josefstag","ZG","a"
2013-03-19,"Josefstag","GR","a"
2013-03-19,"Josefstag","TI","B"
2013-03-19,"Josefstag","VS","A"
2013-03-29,"Karfreitag","ZH","A"
2013-03-29,"Karfreitag","BE","A"
2013-03-29,"Karfreitag","LU","A"
2013-03-29,"Karfreitag","UR","A"
2013-03-29,"Karfreitag","SZ","A"
2013-03-29,"Karfreitag","OW","A"
2013-03-29,"Karfreitag","NW","A"
2013-03-29,"Karfreitag","GL","A"
2013-03-29,"Karfreitag","ZG","A"
2013-03-29,"Karfreitag","FR","A"
2013-03-29,"Karfreitag","SO","A"
2013-03-29,"Karfreitag","BS","A"
2013-03-29,"Karfreitag","BL","A"
2013-03-29,"Karfreitag","SH","A"
2013-03-29,"Karfreitag","AR","A"
2013-03-29,"Karfreitag","AI","A"
2013-03-29,"Karfreitag","SG","A"
2013-03-29,"Karfreitag","GR","A"
2013-03-29,"Karfreitag","AG","A"
2013-03-29,"Karfreitag","TG","A"
2013-03-29,"Karfreitag","VD","A"
2013-03-29,"Karfreitag","NE","A"
2013-03-29,"Karfreitag","GE","A"
2013-03-29,"Karfreitag","JU","A"
2013-04-01,"Ostermontag","ZH","A"
2013-04-01,"Ostermontag","BE","A"
2013-04-01,"Ostermontag","LU","D"
2013-04-01,"Ostermontag","UR","B"
2013-04-01,"Ostermontag","SZ","B"
2013-04-01,"Ostermontag","OW","D"
2013-04-01,"Ostermontag","NW","D"
2013-04-01,"Ostermontag","GL","A"
2013-04-01,"Ostermontag","ZG","D"
2013-04-01,"Ostermontag","FR","D"
2013-04-01,"Ostermontag","SO","d"
2013-04-01,"Ostermontag","BS","A"
2013-04-01,"Ostermontag","BL","A"
2013-04-01,"Ostermontag","SH","A"
2013-04-01,"Ostermontag","AR","A"
2013-04-01,"Ostermontag","AI","A"
2013-04-01,"Ostermontag","SG","A"
2013-04-01,"Ostermontag","GR","A"
2013-04-01,"Ostermontag","AG","a"
2013-04-01,"Ostermontag","TG","A"
2013-04-01,"Ostermontag","TI","A"
2013-04-01,"Ostermontag","VD","A"
2013-04-01,"Ostermontag","NE","D"
2013-04-01,"Ostermontag","GE","A"
2013-04-01,"Ostermontag","JU","A"
2013-05-01,"Tag der Arbeit","ZH","A"
2013-05-01,"Tag der Arbeit","FR","c"
2013-05-01,"Tag der Arbeit","SO","C"
2013-05-01,"Tag der Arbeit","BS","A"
2013-05-01,"Tag der Arbeit","BL","A"
2013-05-01,"Tag der Arbeit","SH","B"
2013-05-01,"Tag der Arbeit","AG","D"
2013-05-01,"Tag der Arbeit","TG","B"
2013-05-01,"Tag der Arbeit","TI","B"
2013-05-01,"Tag der Arbeit","NE","A"
2013-05-01,"Tag der Arbeit","JU","A"
2013-05-09,"Auffahrt","ZH","A"
2013-05-09,"Auffahrt","BE","A"
2013-05-09,"Auffahrt","LU","A"
2013-05-09,"Auffahrt","UR","A"
2013-05-09,"Auffahrt","SZ","A"
2013-05-09,"Auffahrt","OW","A"
2013-05-09,"Auffahrt","NW","A"
2013-05-09,"Auffahrt","GL","A"
2013-05-09,"Auffahrt","ZG","A"
2013-05-09,"Auffahrt","FR","A"
2013-05-09,"Auffahrt","SO","A"
2013-05-09,"Auffahrt","BS","A"
2013-05-09,"Auffahrt","BL","A"
2013-05-09,"Auffahrt","SH","A"
2013-05-09,"Auffahrt","AR","A"
2013-05-09,"Auffahrt","AI","A"
2013-05-09,"Auffahrt","SG","A"
2013-05-09,"Auffahrt","GR","A"
2013-05-09,"Auffahrt","AG","A"
2013-05-09,"Auffahrt","TG","A"
2013-05-09,"Auffahrt","TI","A"
2013-05-09,"Auffahrt","VD","A"
2013-05-09,"Auffahrt","VS","A"
2013-05-09,"Auffahrt","NE","A"
2013-05-09,"Auffahrt","GE","A"
2013-05-09,"Auffahrt","JU","A"
2013-05-20,"Pfingstmontag","ZH","A"
2013-05-20,"Pfingstmontag","BE","A"
2013-05-20,"Pfingstmontag","LU","D"
2013-05-20,"Pfingstmontag","UR","B"
2013-05-20,"Pfingstmontag","SZ","B"
2013-05-20,"Pfingstmontag","OW","D"
2013-05-20,"Pfingstmontag","NW","D"
2013-05-20,"Pfingstmontag","GL","B"
2013-05-20,"Pfingstmontag","ZG","D"
2013-05-20,"Pfingstmontag","FR","D"
2013-05-20,"Pfingstmontag","SO","a"
2013-05-20,"Pfingstmontag","BS","A"
2013-05-20,"Pfingstmontag","BL","A"
2013-05-20,"Pfingstmontag","SH","A"
2013-05-20,"Pfingstmontag","AR","A"
2013-05-20,"Pfingstmontag","AI","A"
2013-05-20,"Pfingstmontag","SG","A"
2013-05-20,"Pfingstmontag","GR","A"
2013-05-20,"Pfingstmontag","AG","a"
2013-05-20,"Pfingstmontag","TG","A"
2013-05-20,"Pfingstmontag","TI","B"
2013-05-20,"Pfingstmontag","VD","A"
2013-05-20,"Pfingstmontag","NE","D"
2013-05-20,"Pfingstmontag","GE","A"
2013-05-20,"Pfingstmontag","JU","A"
2013-05-30,"Fronleichnam","LU","A"
2013-05-30,"Fronleichnam","UR","A"
2013-05-30,"Fronleichnam","SZ","A"
2013-05-30,"Fronleichnam","OW","A"
2013-05-30,"Fronleichnam","NW","A"
2013-05-30,"Fronleichnam","ZG","A"
2013-05-30,"Fronleichnam","FR","a"
2013-05-30,"Fronleichnam","SO","a"
2013-05-30,"Fronleichnam","BL","a"
2013-05-30,"Fronleichnam","AI","A"
2013-05-30,"Fronleichnam","GR","a"
2013-05-30,"Fronleichnam","AG","a"
2013-05-30,"Fronleichnam","TI","B"
2013-05-30,"Fronleichnam","VS","A"
2013-05-30,"Fronleichnam","NE","a"
2013-05-30,"Fronleichnam","JU","A"
2013-08-01,"Bundesfeier","ZH","A"
2013-08-01,"Bundesfeier","BE","A"
2013-08-01,"Bundesfeier","LU","A"
2013-08-01,"Bundesfeier","UR","A"
2013-08-01,"Bundesfeier","SZ","A"
2013-08-01,"Bundesfeier","OW","A"
2013-08-01,"Bundesfeier","NW","A"
2013-08-01,"Bundesfeier","GL","A"
2013-08-01,"Bundesfeier","ZG","A"
2013-08-01,"Bundesfeier","FR","A"
2013-08-01,"Bundesfeier","SO","A"
2013-08-01,"Bundesfeier","BS","A"
2013-08-01,"Bundesfeier","BL","A"
2013-08-01,"Bundesfeier","SH","A"
2013-08-01,"Bundesfeier","AR","A"
2013-08-01,"Bundesfeier","AI","A"
2013-08-01,"Bundesfeier","SG","A"
2013-08-01,"Bundesfeier","GR","A"
2013-08-01,"Bundesfeier","AG","A"
2013-08-01,"Bundesfeier","TG","A"
2013-08-01,"Bundesfeier","TI","A"
2013-08-01,"Bundesfeier","VD","A"
2013-08-01,"Bundesfeier","VS","A"
2013-08-01,"Bundesfeier","NE","A"
2013-08-01,"Bundesfeier","GE","A"
2013-08-01,"Bundesfeier","JU","A"
2013-08-15,"Mariä Himmelfahrt","LU","A"
2013-08-15,"Mariä Himmelfahrt","UR","A"
2013-08-15,"Mariä Himmelfahrt","SZ","A"
2013-08-15,"Mariä Himmelfahrt","OW","A"
2013-08-15,"Mariä Himmelfahrt","NW","A"
2013-08-15,"Mariä Himmelfahrt","ZG","A"
2013-08-15,"Mariä Himmelfahrt","FR","a"
2013-08-15,"Mariä Himmelfahrt","SO","a"
2013-08-15,"Mariä Himmelfahrt","BL","a"
2013-08-15,"Mariä Himmelfahrt","AI","B"
2013-08-15,"Mariä Himmelfahrt","GR","a"
2013-08-15,"Mariä Himmelfahrt","AG","a"
2013-08-15,"Mariä Himmelfahrt","TI","A"
2013-08-15,"Mariä Himmelfahrt","VS","A"
2013-08-15,"Mariä Himmelfahrt","JU","B"
2013-11-01,"Allerheiligen","LU","A"
2013-11-01,"Allerheiligen","UR","A"
2013-11-01,"Allerheiligen","SZ","A"
2013-11-01,"Allerheiligen","OW","A"
2013-11-01,"Allerheiligen","NW","A"
2013-11-01,"Allerheiligen","GL","A"
2013-11-01,"Allerheiligen","ZG","A"
2013-11-01,"Allerheiligen","FR","a"
2013-11-01,"Allerheiligen","SO","a"
2013-11-01,"Allerheiligen","AI","B"
2013-11-01,"Allerheiligen","SG","A"
2013-11-01,"Allerheiligen","GR","a"
2013-11-01,"Allerheiligen","AG","a"
2013-11-01,"Allerheiligen","TI","A"
2013-11-01,"Allerheiligen","VS","A"
2013-11-01,"Allerheiligen","JU","B"
2013-12-08,"Mariä Empfängnis","LU","B"
2013-12-08,"Mariä Empfängnis","UR","A"
2013-12-08,"Mariä Empfängnis","SZ","B"
2013-12-08,"Mariä Empfängnis","OW","A"
2013-12-08,"Mariä Empfängnis","NW","A"
2013-12-08,"Mariä Empfängnis","ZG","A"
2013-12-08,"Mariä Empfängnis","FR","a"
2013-12-08,"Mariä Empfängnis","SO","a"
2013-12-08,"Mariä Empfängnis","AI","B"
2013-12-08,"Mariä Empfängnis","GR","a"
2013-12-08,"Mariä Empfängnis","AG","a"
2013-12-08,"Mariä Empfängnis","TI","B"
2013-12-08,"Mariä Empfängnis","VS","A"
2013-12-25,"Weihnachtstag","ZH","A"
2013-12-25,"Weihnachtstag","BE","A"
2013-12-25,"Weihnachtstag","LU","A"
2013-12-25,"Weihnachtstag","UR","A"
2013-12-25,"Weihnachtstag","SZ","A"
2013-12-25,"Weihnachtstag","OW","A"
2013-12-25,"Weihnachtstag","NW","A"
2013-12-25,"Weihnachtstag","GL","A"
2013-12-25,"Weihnachtstag","ZG","A"
2013-12-25,"Weihnachtstag","FR","A"
2013-12-25,"Weihnachtstag","SO","A"
2013-12-25,"Weihnachtstag","BS","A"
2013-12-25,"Weihnachtstag","BL","A"
2013-12-25,"Weihnachtstag","SH","A"
2013-12-25,"Weihnachtstag","AR","A"
2013-12-25,"Weihnachtstag","AI","A"
2013-12-25,"Weihnachtstag","SG","A"
2013-12-25,"Weihnachtstag","GR","A"
2013-12-25,"Weihnachtstag","AG","A"
2013-12-25,"Weihnachtstag","TG","A"
2013-12-25,"Weihnachtstag","TI","A"
2013-12-25,"Weihnachtstag","VD","A"
2013-12-25,"Weihnachtstag","VS","A"
2013-12-25,"Weihnachtstag","NE","A"
2013-12-25,"Weihnachtstag","GE","A"
2013-12-25,"Weihnachtstag","JU","A"
2013-12-26,"Stephanstag","ZH","A"
2013-12-26,"Stephanstag","BE","A"
2013-12-26,"Stephanstag","LU","A"
2013-12-26,"Stephanstag","UR","B"
2013-12-26,"Stephanstag","SZ","B"
2013-12-26,"Stephanstag","OW","D"
2013-12-26,"Stephanstag","NW","D"
2013-12-26,"Stephanstag","GL","A"
2013-12-26,"Stephanstag","ZG","D"
2013-12-26,"Stephanstag","FR","D"
2013-12-26,"Stephanstag","SO","a"
2013-12-26,"Stephanstag","BS","A"
2013-12-26,"Stephanstag","BL","A"
2013-12-26,"Stephanstag","SH","A"
2013-12-26,"Stephanstag","AR","A"
2013-12-26,"Stephanstag","AI","A"
2013-12-26,"Stephanstag","SG","A"
2013-12-26,"Stephanstag","GR","A"
2013-12-26,"Stephanstag","AG","a"
2013-12-26,"Stephanstag","TG","A"
2013-12-26,"Stephanstag","TI","A"
2013-12-26,"Stephanstag","NE","A"
2014-01-01,"Neujahrstag","ZH","A"
2014-01-01,"Neujahrstag","BE","A"
2014-01-01,"Neujahrstag","LU","A"
2014-01-01,"Neujahrstag","UR","A"
2014-01-01,"Neujahrstag","SZ","A"
2014-01-01,"Neujahrstag","OW","A"
2014-01-01,"Neujahrstag","NW","A"
2014-01-01,"Neujahrstag","GL","A"
2014-01-01,"Neujahrstag","ZG","A"
2014-01-01,"Neujahrstag","FR","A"
2014-01-01,"Neujahrstag","SO","A"
2014-01-01,"Neujahrstag","BS","A"
2014-01-01,"Neujahrstag","BL","A"
2014-01-01,"Neujahrstag","SH","A"
2014-01-01,"Neujahrstag","AR","A"
2014-01-01,"Neujahrstag","AI","A"
2014-01-01,"Neujahrstag","SG","A"
2014-01-01,"Neujahrstag","GR","A"
2014-01-01,"Neujahrstag","AG","A"
2014-01-01,"Neujahrstag","TG","A"
2014-01-01,"Neujahrstag","TI","A"
2014-01-01,"Neujahrstag","VD","A"
2014-01-01,"Neujahrstag","VS","A"
2014-01-01,"Neujahrstag","NE","A"
2014-01-01,"Neujahrstag","GE","A"
2014-01-01,"Neujahrstag","JU","A"
2014-01-02,"Berchtoldstag","ZH","D"
2014-01-02,"Berchtoldstag","BE","A"
2014-01-02,"Berchtoldstag","LU","D"
2014-01-02,"Berchtoldstag","OW","D"
2014-01-02,"Berchtoldstag","GL","D"
2014-01-02,"Berchtoldstag","ZG","D"
2014-01-02,"Berchtoldstag","FR","D"
2014-01-02,"Berchtoldstag","SO","D"
2014-01-02,"Berchtoldstag","SH","D"
2014-01-02,"Berchtoldstag","GR","d"
2014-01-02,"Berchtoldstag","AG","a"
2014-01-02,"Berchtoldstag","TG","A"
2014-01-02,"Berchtoldstag","VD","A"
2014-01-02,"Berchtoldstag","NE","D"
2014-01-02,"Berchtoldstag","GE","D"
2014-01-02,"Berchtoldstag","JU","B"
2014-01-06,"Heilige Drei Könige","UR","B"
2014-01-06,"Heilige Drei Könige","SZ","B"
2014-01-06,"Heilige Drei Könige","GR","a"
2014-01-06,"Heilige Drei Könige","TI","A"
2014-03-19,"Josefstag","LU","a"
2014-03-19,"Josefstag","UR","B"
2014-03-19,"Josefstag","SZ","A"
2014-03-19,"Josefstag","NW","B"
2014-03-19,"Josefstag","ZG","a"
2014-03-19,"Josefstag","GR","a"
2014-03-19,"Josefstag","TI","B"
2014-03-19,"Josefstag","VS","A"
2014-04-18,"Karfreitag","ZH","A"
2014-04-18,"Karfreitag","BE","A"
2014-04-18,"Karfreitag","LU","A"
2014-04-18,"Karfreitag","UR","A"
2014-04-18,"Karfreitag","SZ","A"
2014-04-18,"Karfreitag","OW","A"
2014-04-18,"Karfreitag","NW","A"
2014-04-18,"Karfreitag","GL","A"
2014-04-18,"Karfreitag","ZG","A"
2014-04-18,"Karfreitag","FR","A"
2014-04-18,"Karfreitag","SO","A"
2014-04-18,"Karfreitag","BS","A"
2014-04-18,"Karfreitag","BL","A"
2014-04-18,"Karfreitag","SH","A"
2014-04-18,"Karfreitag","AR","A"
2014-04-18,"Karfreitag","AI","A"
2014-04-18,"Karfreitag","SG","A"
2014-04-18,"Karfreitag","GR","A"
2014-04-18,"Karfreitag","AG","A"
2014-04-18,"Karfreitag","TG","A"
2014-04-18,"Karfreitag","VD","A"
2014-04-18,"Karfreitag","NE","A"
2014-04-18,"Karfreitag","GE","A"
2014-04-18,"Karfreitag","JU","A"
2014-04-21,"Ostermontag","ZH","A"
2014-04-21,"Ostermontag","BE","A"
2014-04-21,"Ostermontag","LU","D"
2014-04-21,"Ostermontag","UR","B"
2014-04-21,"Ostermontag","SZ","B"
2014-04-21,"Ostermontag","OW","D"
2014-04-21,"Ostermontag","NW","D"
2014-04-21,"Ostermontag","GL","A"
2014-04-21,"Ostermontag","ZG","D"
2014-04-21,"Ostermontag","FR","D"
2014-04-21,"Ostermontag","SO","d"
2014-04-21,"Ostermontag","BS","A"
2014-04-21,"Ostermontag","BL","A"
2014-04-21,"Ostermontag","SH","A"
2014-04-21,"Ostermontag","AR","A"
2014-04-21,"Ostermontag","AI","A"
2014-04-21,"Ostermontag","SG","A"
2014-04-21,"Ostermontag","GR","A"
2014-04-21,"Ostermontag","AG","a"
2014-04-21,"Ostermontag","TG","A"
2014-04-21,"Ostermontag","TI","A"
2014-04-21,"Ostermontag","VD","A"
2014-04-21,"Ostermontag","NE","D"
2014-04-21,"Ostermontag","GE","A"
2014-04-21,"Ostermontag","JU","A"
2014-05-01,"Tag der Arbeit","ZH","A"
2014-05-01,"Tag der Arbeit","FR","c"
2014-05-01,"Tag der Arbeit","SO","C"
2014-05-01,"Tag der Arbeit","BS","A"
2014-05-01,"Tag der Arbeit","BL","A"
2014-05-01,"Tag der Arbeit","SH","B"
2014-05-01,"Tag der Arbeit","AG","D"
2014-05-01,"Tag der Arbeit","TG","B"
2014-05-01,"Tag der Arbeit","TI","B"
2014-05-01,"Tag der Arbeit","NE","A"
2014-05-01,"Tag der Arbeit","JU","A"
2014-05-29,"Auffahrt","ZH","A"
2014-05-29,"Auffahrt","BE","A"
2014-05-29,"Auffahrt","LU","A"
2014-05-29,"Auffahrt","UR","A"
2014-05-29,"Auffahrt","SZ","A"
2014-05-29,"Auffahrt","OW","A"
2014-05-29,"Auffahrt","NW","A"
2014-05-29,"Auffahrt","GL","A"
2014-05-29,"Auffahrt","ZG","A"
2014-05-29,"Auffahrt","FR","A"
2014-05-29,"Auffahrt","SO","A"
2014-05-29,"Auffahrt","BS","A"
2014-05-29,"Auffahrt","BL","A"
2014-05-29,"Auffahrt","SH","A"
2014-05-29,"Auffahrt","AR","A"
2014-05-29,"Auffahrt","AI","A"
2014-05-29,"Auffahrt","SG","A"
2014-05-29,"Auffahrt","GR","A"
2014-05-29,"Auffahrt","AG","A"
2014-05-29,"Auffahrt","TG","A"
2014-05-29,"Auffahrt","TI","A"
2014-05-29,"Auffahrt","VD","A"
2014-05-29,"Auffahrt","VS","A"
2014-05-29,"Auffahrt","NE","A"
2014-05-29,"Auffahrt","GE","A"
2014-05-29,"Auffahrt","JU","A"
2014-06-09,"Pfingstmontag","ZH","A"
2014-06-09,"Pfingstmontag","BE","A"
2014-06-09,"Pfingstmontag","LU","D"
2014-06-09,"Pfingstmontag","UR","B"
2014-06-09,"Pfingstmontag","SZ","B"
2014-06-09,"Pfingstmontag","OW","D"
2014-06-09,"Pfingstmontag","NW","D"
2014-06-09,"Pfingstmontag","GL","B"
2014-06-09,"Pfingstmontag","ZG","D"
2014-06-09,"Pfingstmontag","FR","D"
2014-06-09,"Pfingstmontag","SO","a"
2014-06-09,"Pfingstmontag","BS","A"
2014-06-09,"Pfingstmontag","BL","A"
2014-06-09,"Pfingstmontag","SH","A"
2014-06-09,"Pfingstmontag","AR","A"
2014-06-09,"Pfingstmontag","AI","A"
2014-06-09,"Pfingstmontag","SG","A"
2014-06-09,"Pfingstmontag","GR","A"
2014-06-09,"Pfingstmontag","AG","a"
2014-06-09,"Pfingstmontag","TG","A"
2014-06-09,"Pfingstmontag","TI","B"
2014-06-09,"Pfingstmontag","VD","A"
2014-06-09,"Pfingstmontag","NE","D"
2014-06-09,"Pfingstmontag","GE","A"
2014-06-09,"Pfingstmontag","JU","A"
2014-06-19,"Fronleichnam","LU","A"
2014-06-19,"Fronleichnam","UR","A"
2014-06-19,"Fronleichnam","SZ","A"
2014-06-19,"Fronleichnam","OW","A"
2014-06-19,"Fronleichnam","NW","A"
2014-06-19,"Fronleichnam","ZG","A"
2014-06-19,"Fronleichnam","FR","a"
2014-06-19,"Fronleichnam","SO","a"
2014-06-19,"Fronleichnam","BL","a"
2014-06-19,"Fronleichnam","AI","A"
2014-06-19,"Fronleichnam","GR","a"
2014-06-19,"Fronleichnam","AG","a"
2014-06-19,"Fronleichnam","TI","B"
2014-06-19,"Fronleichnam","VS","A"
2014-06-19,"Fronleichnam","NE","a"
2014-06-19,"Fronleichnam","JU","A"
2014-08-01,"Bundesfeier","ZH","A"
2014-08-01,"Bundesfeier","BE","A"
2014-08-01,"Bundesfeier","LU","A"
2014-08-01,"Bundesfeier","UR","A"
2014-08-01,"Bundesfeier","SZ","A"
2014-08-01,"Bundesfeier","OW","A"
2014-08-01,"Bundesfeier","NW","A"
2014-08-01,"Bundesfeier","GL","A"
2014-08-01,"Bundesfeier","ZG","A"
