"Datum","Feiertag","Kanton","Typ"
2000-01-01,"Neujahrstag","ZH","A"
2000-01-01,"Neujahrstag","BE","A"
2000-01-01,"Neujahrstag","LU","A"
2000-01-01,"Neujahrstag","UR","A"
2000-01-01,"Neujahrstag","SZ","A"
2000-01-01,"Neujahrstag","OW","A"
2000-01-01,"Neujahrstag","NW","A"
2000-01-01,"Neujahrstag","GL","A"
2000-01-01,"Neujahrstag","ZG","A"
2000-01-01,"Neujahrstag","FR","A"
2000-01-01,"Neujahrstag","SO","A"
2000-01-01,"Neujahrstag","BS","A"
2000-01-01,"Neujahrstag","BL","A"
2000-01-01,"Neujahrstag","SH","A"
2000-01-01,"Neujahrstag","AR","A"
2000-01-01,"Neujahrstag","AI","A"
2000-01-01,"Neujahrstag","SG","A"
2000-01-01,"Neujahrstag","GR","A"
2000-01-01,"Neujahrstag","AG","A"
2000-01-01,"Neujahrstag","TG","A"
2000-01-01,"Neujahrstag","TI","A"
2000-01-01,"Neujahrstag","VD","A"
2000-01-01,"Neujahrstag","VS","A"
2000-01-01,"Neujahrstag","NE","A"
2000-01-01,"Neujahrstag","GE","A"
2000-01-01,"Neujahrstag","JU","A"
2000-01-02,"Berchtoldstag","ZH","D"
2000-01-02,"Berchtoldstag","BE","A"
2000-01-02,"Berchtoldstag","LU","D"
2000-01-02,"Berchtoldstag","OW","D"
2000-01-02,"Berchtoldstag","GL","D"
2000-01-02,"Berchtoldstag","ZG","D"
2000-01-02,"Berchtoldstag","FR","D"
2000-01-02,"Berchtoldstag","SO","D"
2000-01-02,"Berchtoldstag","SH","D"
2000-01-02,"Berchtoldstag","GR","d"
2000-01-02,"Berchtoldstag","AG","a"
2000-01-02,"Berchtoldstag","TG","A"
2000-01-02,"Berchtoldstag","VD","A"
2000-01-02,"Berchtoldstag","NE","D"
2000-01-02,"Berchtoldstag","GE","D"
2000-01-02,"Berchtoldstag","JU","B"
2000-01-06,"Heilige Drei Könige","UR","B"
2000-01-06,"Heilige Drei Könige","SZ","B"
2000-01-06,"Heilige Drei Könige","GR","a"
2000-01-06,"Heilige Drei Könige","TI","A"
2000-03-19,"Josefstag","LU","a"
2000-03-19,"Josefstag","UR","B"
2000-03-19,"Josefstag","SZ","A"
2000-03-19,"Josefstag","NW","B"
2000-03-19,"Josefstag","ZG","a"
2000-03-19,"Josefstag","GR","a"
2000-03-19,"Josefstag","TI","B"
2000-03-19,"Josefstag","VS","A"
2000-04-21,"Karfreitag","ZH","A"
2000-04-21,"Karfreitag","BE","A"
2000-04-21,"Karfreitag","LU","A"
2000-04-21,"Karfreitag","UR","A"
2000-04-21,"Karfreitag","SZ","A"
2000-04-21,"Karfreitag","OW","A"
2000-04-21,"Karfreitag","NW","A"
2000-04-21,"Karfreitag","GL","A"
2000-04-21,"Karfreitag","ZG","A"
2000-04-21,"Karfreitag","FR","A"
2000-04-21,"Karfreitag","SO","A"
2000-04-21,"Karfreitag","BS","A"
2000-04-21,"Karfreitag","BL","A"
2000-04-21,"Karfreitag","SH","A"
2000-04-21,"Karfreitag","AR","A"
2000-04-21,"Karfreitag","AI","A"
2000-04-21,"Karfreitag","SG","A"
2000-04-21,"Karfreitag","GR","A"
2000-04-21,"Karfreitag","AG","A"
2000-04-21,"Karfreitag","TG","A"
2000-04-21,"Karfreitag","VD","A"
2000-04-21,"Karfreitag","NE","A"
2000-04-21,"Karfreitag","GE","A"
2000-04-21,"Karfreitag","JU","A"
2000-04-24,"Ostermontag","ZH","A"
2000-04-24,"Ostermontag","BE","A"
2000-04-24,"Ostermontag","LU","D"
2000-04-24,"Ostermontag","UR","B"
2000-04-24,"Ostermontag","SZ","B"
2000-04-24,"Ostermontag","OW","D"
2000-04-24,"Ostermontag","NW","D"
2000-04-24,"Ostermontag","GL","A"
2000-04-24,"Ostermontag","ZG","D"
2000-04-24,"Ostermontag","FR","D"
2000-04-24,"Ostermontag","SO","d"
2000-04-24,"Ostermontag","BS","A"
2000-04-24,"Ostermontag","BL","A"
2000-04-24,"Ostermontag","SH","A"
2000-04-24,"Ostermontag","AR","A"
2000-04-24,"Ostermontag","AI","A"
2000-04-24,"Ostermontag","SG","A"
2000-04-24,"Ostermontag","GR","A"
2000-04-24,"Ostermontag","AG","a"
2000-04-24,"Ostermontag","TG","A"
2000-04-24,"Ostermontag","TI","A"
2000-04-24,"Ostermontag","VD","A"
2000-04-24,"Ostermontag","NE","D"
2000-04-24,"Ostermontag","GE","A"
2000-04-24,"Ostermontag","JU","A"
2000-05-01,"Tag der Arbeit","ZH","A"
2000-05-01,"Tag der Arbeit","FR","c"
2000-05-01,"Tag der Arbeit","SO","C"
2000-05-01,"Tag der Arbeit","BS","A"
2000-05-01,"Tag der Arbeit","BL","A"
2000-05-01,"Tag der Arbeit","SH","B"
2000-05-01,"Tag der Arbeit","AG","D"
2000-05-01,"Tag der Arbeit","TG","B"
2000-05-01,"Tag der Arbeit","TI","B"
2000-05-01,"Tag der Arbeit","NE","A"
2000-05-01,"Tag der Arbeit","JU","A"
2000-06-01,"Auffahrt","ZH","A"
2000-06-01,"Auffahrt","BE","A"
2000-06-01,"Auffahrt","LU","A"
2000-06-01,"Auffahrt","UR","A"
2000-06-01,"Auffahrt","SZ","A"
2000-06-01,"Auffahrt","OW","A"
2000-06-01,"Auffahrt","NW","A"
2000-06-01,"Auffahrt","GL","A"
2000-06-01,"Auffahrt","ZG","A"
2000-06-01,"Auffahrt","FR","A"
2000-06-01,"Auffahrt","SO","A"
2000-06-01,"Auffahrt","BS","A"
2000-06-01,"Auffahrt","BL","A"
2000-06-01,"Auffahrt","SH","A"
2000-06-01,"Auffahrt","AR","A"
2000-06-01,"Auffahrt","AI","A"
2000-06-01,"Auffahrt","SG","A"
2000-06-01,"Auffahrt","GR","A"
2000-06-01,"Auffahrt","AG","A"
2000-06-01,"Auffahrt","TG","A"
2000-06-01,"Auffahrt","TI","A"
2000-06-01,"Auffahrt","VD","A"
2000-06-01,"Auffahrt","VS","A"
2000-06-01,"Auffahrt","NE","A"
2000-06-01,"Auffahrt","GE","A"
2000-06-01,"Auffahrt","JU","A"
2000-06-12,"Pfingstmontag","ZH","A"
2000-06-12,"Pfingstmontag","BE","A"
2000-06-12,"Pfingstmontag","LU","D"
2000-06-12,"Pfingstmontag","UR","B"
2000-06-12,"Pfingstmontag","SZ","B"
2000-06-12,"Pfingstmontag","OW","D"
2000-06-12,"Pfingstmontag","NW","D"
2000-06-12,"Pfingstmontag","GL","B"
2000-06-12,"Pfingstmontag","ZG","D"
2000-06-12,"Pfingstmontag","FR","D"
2000-06-12,"Pfingstmontag","SO","a"
2000-06-12,"Pfingstmontag","BS","A"
2000-06-12,"Pfingstmontag","BL","A"
2000-06-12,"Pfingstmontag","SH","A"
2000-06-12,"Pfingstmontag","AR","A"
2000-06-12,"Pfingstmontag","AI","A"
2000-06-12,"Pfingstmontag","SG","A"
2000-06-12,"Pfingstmontag","GR","A"
2000-06-12,"Pfingstmontag","AG","a"
2000-06-12,"Pfingstmontag","TG","A"
2000-06-12,"Pfingstmontag","TI","B"
2000-06-12,"Pfingstmontag","VD","A"
2000-06-12,"Pfingstmontag","NE","D"
2000-06-12,"Pfingstmontag","GE","A"
2000-06-12,"Pfingstmontag","JU","A"
2000-06-22,"Fronleichnam","LU","A"
2000-06-22,"Fronleichnam","UR","A"
2000-06-22,"Fronleichnam","SZ","A"
2000-06-22,"Fronleichnam","OW","A"
2000-06-22,"Fronleichnam","NW","A"
2000-06-22,"Fronleichnam","ZG","A"
2000-06-22,"Fronleichnam","FR","a"
2000-06-22,"Fronleichnam","SO","a"
2000-06-22,"Fronleichnam","BL","a"
2000-06-22,"Fronleichnam","AI","A"
2000-06-22,"Fronleichnam","GR","a"
2000-06-22,"Fronleichnam","AG","a"
2000-06-22,"Fronleichnam","TI","B"
2000-06-22,"Fronleichnam","VS","A"
2000-06-22,"Fronleichnam","NE","a"
2000-06-22,"Fronleichnam","JU","A"
2000-08-01,"Bundesfeier","ZH","A"
2000-08-01,"Bundesfeier","BE","A"
2000-08-01,"Bundesfeier","LU","A"
2000-08-01,"Bundesfeier","UR","A"
2000-08-01,"Bundesfeier","SZ","A"
2000-08-01,"Bundesfeier","OW","A"
2000-08-01,"Bundesfeier","NW","A"
2000-08-01,"Bundesfeier","GL","A"
2000-08-01,"Bundesfeier","ZG","A"
2000-08-01,"Bundesfeier","FR","A"
2000-08-01,"Bundesfeier","SO","A"
2000-08-01,"Bundesfeier","BS","A"
2000-08-01,"Bundesfeier","BL","A"
2000-08-01,"Bundesfeier","SH","A"
2000-08-01,"Bundesfeier","AR","A"
2000-08-01,"Bundesfeier","AI","A"
2000-08-01,"Bundesfeier","SG","A"
2000-08-01,"Bundesfeier","GR","A"
2000-08-01,"Bundesfeier","AG","A"
2000-08-01,"Bundesfeier","TG","A"
2000-08-01,"Bundesfeier","TI","A"
2000-08-01,"Bundesfeier","VD","A"
2000-08-01,"Bundesfeier","VS","A"
2000-08-01,"Bundesfeier","NE","A"
2000-08-01,"Bundesfeier","GE","A"
2000-08-01,"Bundesfeier","JU","A"
2000-08-15,"Mariä Himmelfahrt","LU","A"
2000-08-15,"Mariä Himmelfahrt","UR","A"
2000-08-15,"Mariä Himmelfahrt","SZ","A"
2000-08-15,"Mariä Himmelfahrt","OW","A"
2000-08-15,"Mariä Himmelfahrt","NW","A"
2000-08-15,"Mariä Himmelfahrt","ZG","A"
2000-08-15,"Mariä Himmelfahrt","FR","a"
2000-08-15,"Mariä Himmelfahrt","SO","a"
2000-08-15,"Mariä Himmelfahrt","BL","a"
2000-08-15,"Mariä Himmelfahrt","AI","B"
2000-08-15,"Mariä Himmelfahrt","GR","a"
2000-08-15,"Mariä Himmelfahrt","AG","a"
2000-08-15,"Mariä Himmelfahrt","TI","A"
2000-08-15,"Mariä Himmelfahrt","VS","A"
2000-08-15,"Mariä Himmelfahrt","JU","B"
2000-11-01,"Allerheiligen","LU","A"
2000-11-01,"Allerheiligen","UR","A"
2000-11-01,"Allerheiligen","SZ","A"
2000-11-01,"Allerheiligen","OW","A"
2000-11-01,"Allerheiligen","NW","A"
2000-11-01,"Allerheiligen","GL","A"
2000-11-01,"Allerheiligen","ZG","A"
2000-11-01,"Allerheiligen","FR","a"
2000-11-01,"Allerheiligen","SO","a"
2000-11-01,"Allerheiligen","AI","B"
2000-11-01,"Allerheiligen","SG","A"
2000-11-01,"Allerheiligen","GR","a"
2000-11-01,"Allerheiligen","AG","a"
2000-11-01,"Allerheiligen","TI","A"
2000-11-01,"Allerheiligen","VS","A"
2000-11-01,"Allerheiligen","JU","B"
2000-12-08,"Mariä Empfängnis","LU","B"
2000-12-08,"Mariä Empfängnis","UR","A"
2000-12-08,"Mariä Empfängnis","SZ","B"
2000-12-08,"Mariä Empfängnis","OW","A"
2000-12-08,"Mariä Empfängnis","NW","A"
2000-12-08,"Mariä Empfängnis","ZG","A"
2000-12-08,"Mariä Empfängnis","FR","a"
2000-12-08,"Mariä Empfängnis","SO","a"
2000-12-08,"Mariä Empfängnis","AI","B"
2000-12-08,"Mariä Empfängnis","GR","a"
2000-12-08,"Mariä Empfängnis","AG","a"
2000-12-08,"Mariä Empfängnis","TI","B"
2000-12-08,"Mariä Empfängnis","VS","A"
2000-12-25,"Weihnachtstag","ZH","A"
2000-12-25,"Weihnachtstag","BE","A"
2000-12-25,"Weihnachtstag","LU","A"
2000-12-25,"Weihnachtstag","UR","A"
2000-12-25,"Weihnachtstag","SZ","A"
2000-12-25,"Weihnachtstag","OW","A"
2000-12-25,"Weihnachtstag","NW","A"
2000-12-25,"Weihnachtstag","GL","A"
2000-12-25,"Weihnachtstag","ZG","A"
2000-12-25,"Weihnachtstag","FR","A"
2000-12-25,"Weihnachtstag","SO","A"
2000-12-25,"Weihnachtstag","BS","A"
2000-12-25,"Weihnachtstag","BL","A"
2000-12-25,"Weihnachtstag","SH","A"
2000-12-25,"Weihnachtstag","AR","A"
2000-12-25,"Weihnachtstag","AI","A"
2000-12-25,"Weihnachtstag","SG","A"
2000-12-25,"Weihnachtstag","GR","A"
2000-12-25,"Weihnachtstag","AG","A"
2000-12-25,"Weihnachtstag","TG","A"
2000-12-25,"Weihnachtstag","TI","A"
2000-12-25,"Weihnachtstag","VD","A"
2000-12-25,"Weihnachtstag","VS","A"
2000-12-25,"Weihnachtstag","NE","A"
2000-12-25,"Weihnachtstag","GE","A"
2000-12-25,"Weihnachtstag","JU","A"
2000-12-26,"Stephanstag","ZH","A"
2000-12-26,"Stephanstag","BE","A"
2000-12-26,"Stephanstag","LU","A"
2000-12-26,"Stephanstag","UR","B"
2000-12-26,"Stephanstag","SZ","B"
2000-12-26,"Stephanstag","OW","D"
2000-12-26,"Stephanstag","NW","D"
2000-12-26,"Stephanstag","GL","A"
2000-12-26,"Stephanstag","ZG","D"
2000-12-26,"Stephanstag","FR","D"
2000-12-26,"Stephanstag","SO","a"
2000-12-26,"Stephanstag","BS","A"
2000-12-26,"Stephanstag","BL","A"
2000-12-26,"Stephanstag","SH","A"
2000-12-26,"Stephanstag","AR","A"
2000-12-26,"Stephanstag","AI","A"
2000-12-26,"Stephanstag","SG","A"
2000-12-26,"Stephanstag","GR","A"
2000-12-26,"Stephanstag","AG","a"
2000-12-26,"Stephanstag","TG","A"
2000-12-26,"Stephanstag","TI","A"
2000-12-26,"Stephanstag","NE","A"
2001-01-01,"Neujahrstag","ZH","A"
2001-01-01,"Neujahrstag","BE","A"
2001-01-01,"Neujahrstag","LU","A"
2001-01-01,"Neujahrstag","UR","A"
2001-01-01,"Neujahrstag","SZ","A"
2001-01-01,"Neujahrstag","OW","A"
2001-01-01,"Neujahrstag","NW","A"
2001-01-01,"Neujahrstag","GL","A"
2001-01-01,"Neujahrstag","ZG","A"
2001-01-01,"Neujahrstag","FR","A"
2001-01-01,"Neujahrstag","SO","A"
2001-01-01,"Neujahrstag","BS","A"
2001-01-01,"Neujahrstag","BL","A"
2001-01-01,"Neujahrstag","SH","A"
2001-01-01,"Neujahrstag","AR","A"
2001-01-01,"Neujahrstag","AI","A"
2001-01-01,"Neujahrstag","SG","A"
2001-01-01,"Neujahrstag","GR","A"
2001-01-01,"Neujahrstag","AG","A"
2001-01-01,"Neujahrstag","TG","A"
2001-01-01,"Neujahrstag","TI","A"
2001-01-01,"Neujahrstag","VD","A"
2001-01-01,"Neujahrstag","VS","A"
2001-01-01,"Neujahrstag","NE","A"
2001-01-01,"Neujahrstag","GE","A"
2001-01-01,"Neujahrstag","JU","A"
2001-01-02,"Berchtoldstag","ZH","D"
2001-01-02,"Berchtoldstag","BE","A"
2001-01-02,"Berchtoldstag","LU","D"
2001-01-02,"Berchtoldstag","OW","D"
2001-01-02,"Berchtoldstag","GL","D"
2001-01-02,"Berchtoldstag","ZG","D"
2001-01-02,"Berchtoldstag","FR","D"
2001-01-02,"Berchtoldstag","SO","D"
2001-01-02,"Berchtoldstag","SH","D"
2001-01-02,"Berchtoldstag","GR","d"
2001-01-02,"Berchtoldstag","AG","a"
2001-01-02,"Berchtoldstag","TG","A"
2001-01-02,"Berchtoldstag","VD","A"
2001-01-02,"Berchtoldstag","NE","D"
2001-01-02,"Berchtoldstag","GE","D"
2001-01-02,"Berchtoldstag","JU","B"
2001-01-06,"Heilige Drei Könige","UR","B"
2001-01-06,"Heilige Drei Könige","SZ","B"
2001-01-06,"Heilige Drei Könige","GR","a"
2001-01-06,"Heilige Drei Könige","TI","A"
2001-03-19,"Josefstag","LU","a"
2001-03-19,"Josefstag","UR","B"
2001-03-19,"Josefstag","SZ","A"
2001-03-19,"Josefstag","NW","B"
2001-03-19,"Josefstag","ZG","a"
2001-03-19,"Josefstag","GR","a"
2001-03-19,"Josefstag","TI","B"
2001-03-19,"Josefstag","VS","A"
2001-04-13,"Karfreitag","ZH","A"
2001-04-13,"Karfreitag","BE","A"
2001-04-13,"Karfreitag","LU","A"
2001-04-13,"Karfreitag","UR","A"
2001-04-13,"Karfreitag","SZ","A"
2001-04-13,"Karfreitag","OW","A"
2001-04-13,"Karfreitag","NW","A"
2001-04-13,"Karfreitag","GL","A"
2001-04-13,"Karfreitag","ZG","A"
2001-04-13,"Karfreitag","FR","A"
2001-04-13,"Karfreitag","SO","A"
2001-04-13,"Karfreitag","BS","A"
2001-04-13,"Karfreitag","BL","A"
2001-04-13,"Karfreitag","SH","A"
2001-04-13,"Karfreitag","AR","A"
2001-04-13,"Karfreitag","AI","A"
2001-04-13,"Karfreitag","SG","A"
2001-04-13,"Karfreitag","GR","A"
2001-04-13,"Karfreitag","AG","A"
2001-04-13,"Karfreitag","TG","A"
2001-04-13,"Karfreitag","VD","A"
2001-04-13,"Karfreitag","NE","A"
2001-04-13,"Karfreitag","GE","A"
2001-04-13,"Karfreitag","JU","A"
2001-04-16,"Ostermontag","ZH","A"
2001-04-16,"Ostermontag","BE","A"
2001-04-16,"Ostermontag","LU","D"
2001-04-16,"Ostermontag","UR","B"
2001-04-16,"Ostermontag","SZ","B"
2001-04-16,"Ostermontag","OW","D"
2001-04-16,"Ostermontag","NW","D"
2001-04-16,"Ostermontag","GL","A"
2001-04-16,"Ostermontag","ZG","D"
2001-04-16,"Ostermontag","FR","D"
2001-04-16,"Ostermontag","SO","d"
2001-04-16,"Ostermontag","BS","A"
2001-04-16,"Ostermontag","BL","A"
2001-04-16,"Ostermontag","SH","A"
2001-04-16,"Ostermontag","AR","A"
2001-04-16,"Ostermontag","AI","A"
2001-04-16,"Ostermontag","SG","A"
2001-04-16,"Ostermontag","GR","A"
2001-04-16,"Ostermontag","AG","a"
2001-04-16,"Ostermontag","TG","A"
2001-04-16,"Ostermontag","TI","A"
2001-04-16,"Ostermontag","VD","A"
2001-04-16,"Ostermontag","NE","D"
2001-04-16,"Ostermontag","GE","A"
2001-04-16,"Ostermontag","JU","A"
2001-05-01,"Tag der Arbeit","ZH","A"
2001-05-01,"Tag der Arbeit","FR","c"
2001-05-01,"Tag der Arbeit","SO","C"
2001-05-01,"Tag der Arbeit","BS","A"
2001-05-01,"Tag der Arbeit","BL","A"
2001-05-01,"Tag der Arbeit","SH","B"
2001-05-01,"Tag der Arbeit","AG","D"
2001-05-01,"Tag der Arbeit","TG","B"
2001-05-01,"Tag der Arbeit","TI","B"
2001-05-01,"Tag der Arbeit","NE","A"
2001-05-01,"Tag der Arbeit","JU","A"
2001-05-24,"Auffahrt","ZH","A"
2001-05-24,"Auffahrt","BE","A"
2001-05-24,"Auffahrt","LU","A"
2001-05-24,"Auffahrt","UR","A"
2001-05-24,"Auffahrt","SZ","A"
2001-05-24,"Auffahrt","OW","A"
2001-05-24,"Auffahrt","NW","A"
2001-05-24,"Auffahrt","GL","A"
2001-05-24,"Auffahrt","ZG","A"
2001-05-24,"Auffahrt","FR","A"
2001-05-24,"Auffahrt","SO","A"
2001-05-24,"Auffahrt","BS","A"
2001-05-24,"Auffahrt","BL","A"
2001-05-24,"Auffahrt","SH","A"
2001-05-24,"Auffahrt","AR","A"
2001-05-24,"Auffahrt","AI","A"
2001-05-24,"Auffahrt","SG","A"
2001-05-24,"Auffahrt","GR","A"
2001-05-24,"Auffahrt","AG","A"
2001-05-24,"Auffahrt","TG","A"
2001-05-24,"Auffahrt","TI","A"
2001-05-24,"Auffahrt","VD","A"
2001-05-24,"Auffahrt","VS","A"
2001-05-24,"Auffahrt","NE","A"
2001-05-24,"Auffahrt","GE","A"
2001-05-24,"Auffahrt","JU","A"
2001-06-04,"Pfingstmontag","ZH","A"
2001-06-04,"Pfingstmontag","BE","A"
2001-06-04,"Pfingstmontag","LU","D"
2001-06-04,"Pfingstmontag","UR","B"
2001-06-04,"Pfingstmontag","SZ","B"
2001-06-04,"Pfingstmontag","OW","D"
2001-06-04,"Pfingstmontag","NW","D"
2001-06-04,"Pfingstmontag","GL","B"
2001-06-04,"Pfingstmontag","ZG","D"
2001-06-04,"Pfingstmontag","FR","D"
2001-06-04,"Pfingstmontag","SO","a"
2001-06-04,"Pfingstmontag","BS","A"
2001-06-04,"Pfingstmontag","BL","A"
2001-06-04,"Pfingstmontag","SH","A"
2001-06-04,"Pfingstmontag","AR","A"
2001-06-04,"Pfingstmontag","AI","A"
2001-06-04,"Pfingstmontag","SG","A"
2001-06-04,"Pfingstmontag","GR","A"
2001-06-04,"Pfingstmontag","AG","a"
2001-06-04,"Pfingstmontag","TG","A"
2001-06-04,"Pfingstmontag","TI","B"
2001-06-04,"Pfingstmontag","VD","A"
2001-06-04,"Pfingstmontag","NE","D"
2001-06-04,"Pfingstmontag","GE","A"
2001-06-04,"Pfingstmontag","JU","A"
2001-06-14,"Fronleichnam","LU","A"
2001-06-14,"Fronleichnam","UR","A"
2001-06-14,"Fronleichnam","SZ","A"
2001-06-14,"Fronleichnam","OW","A"
2001-06-14,"Fronleichnam","NW","A"
2001-06-14,"Fronleichnam","ZG","A"
2001-06-14,"Fronleichnam","FR","a"
2001-06-14,"Fronleichnam","SO","a"
2001-06-14,"Fronleichnam","BL","a"
2001-06-14,"Fronleichnam","AI","A"
2001-06-14,"Fronleichnam","GR","a"
2001-06-14,"Fronleichnam","AG","a"
2001-06-14,"Fronleichnam","TI","B"
2001-06-14,"Fronleichnam","VS","A"
2001-06-14,"Fronleichnam","NE","a"
2001-06-14,"Fronleichnam","JU","A"
2001-08-01,"Bundesfeier","ZH","A"
2001-08-01,"Bundesfeier","BE","A"
2001-08-01,"Bundesfeier","LU","A"
2001-08-01,"Bundesfeier","UR","A"
2001-08-01,"Bundesfeier","SZ","A"
2001-08-01,"Bundesfeier","OW","A"
2001-08-01,"Bundesfeier","NW","A"
2001-08-01,"Bundesfeier","GL","A"
2001-08-01,"Bundesfeier","ZG","A"
2001-08-01,"Bundesfeier","FR","A"
2001-08-01,"Bundesfeier","SO","A"
2001-08-01,"Bundesfeier","BS","A"
2001-08-01,"Bundesfeier","BL","A"
2001-08-01,"Bundesfeier","SH","A"
2001-08-01,"Bundesfeier","AR","A"
2001-08-01,"Bundesfeier","AI","A"
2001-08-01,"Bundesfeier","SG","A"
2001-08-01,"Bundesfeier","GR","A"
2001-08-01,"Bundesfeier","AG","A"
2001-08-01,"Bundesfeier","TG","A"
2001-08-01,"Bundesfeier","TI","A"
2001-08-01,"Bundesfeier","VD","A"
2001-08-01,"Bundesfeier","VS","A"
2001-08-01,"Bundesfeier","NE","A"
2001-08-01,"Bundesfeier","GE","A"
2001-08-01,"Bundesfeier","JU","A"
2001-08-15,"Mariä Himmelfahrt","LU","A"
2001-08-15,"Mariä Himmelfahrt","UR","A"
2001-08-15,"Mariä Himmelfahrt","SZ","A"
2001-08-15,"Mariä Himmelfahrt","OW","A"
2001-08-15,"Mariä Himmelfahrt","NW","A"
2001-08-15,"Mariä Himmelfahrt","ZG","A"
2001-08-15,"Mariä Himmelfahrt","FR","a"
2001-08-15,"Mariä Himmelfahrt","SO","a"
2001-08-15,"Mariä Himmelfahrt","BL","a"
2001-08-15,"Mariä Himmelfahrt","AI","B"
2001-08-15,"Mariä Himmelfahrt","GR","a"
2001-08-15,"Mariä Himmelfahrt","AG","a"
2001-08-15,"Mariä Himmelfahrt","TI","A"
2001-08-15,"Mariä Himmelfahrt","VS","A"
2001-08-15,"Mariä Himmelfahrt","JU","B"
2001-11-01,"Allerheiligen","LU","A"
2001-11-01,"Allerheiligen","UR","A"
2001-11-01,"Allerheiligen","SZ","A"
2001-11-01,"Allerheiligen","OW","A"
2001-11-01,"Allerheiligen","NW","A"
2001-11-01,"Allerheiligen","GL","A"
2001-11-01,"Allerheiligen","ZG","A"
2001-11-01,"Allerheiligen","FR","a"
2001-11-01,"Allerheiligen","SO","a"
2001-11-01,"Allerheiligen","AI","B"
2001-11-01,"Allerheiligen","SG","A"
2001-11-01,"Allerheiligen","GR","a"
2001-11-01,"Allerheiligen","AG","a"
2001-11-01,"Allerheiligen","TI","A"
2001-11-01,"Allerheiligen","VS","A"
2001-11-01,"Allerheiligen","JU","B"
2001-12-08,"Mariä Empfängnis","LU","B"
2001-12-08,"Mariä Empfängnis","UR","A"
2001-12-08,"Mariä Empfängnis","SZ","B"
2001-12-08,"Mariä Empfängnis","OW","A"
2001-12-08,"Mariä Empfängnis","NW","A"
2001-12-08,"Mariä Empfängnis","ZG","A"
2001-12-08,"Mariä Empfängnis","FR","a"
2001-12-08,"Mariä Empfängnis","SO","a"
2001-12-08,"Mariä Empfängnis","AI","B"
2001-12-08,"Mariä Empfängnis","GR","a"
2001-12-08,"Mariä Empfängnis","AG","a"
2001-12-08,"Mariä Empfängnis","TI","B"
2001-12-08,"Mariä Empfängnis","VS","A"
2001-12-25,"Weihnachtstag","ZH","A"
2001-12-25,"Weihnachtstag","BE","A"
2001-12-25,"Weihnachtstag","LU","A"
2001-12-25,"Weihnachtstag","UR","A"
2001-12-25,"Weihnachtstag","SZ","A"
2001-12-25,"Weihnachtstag","OW","A"
2001-12-25,"Weihnachtstag","NW","A"
2001-12-25,"Weihnachtstag","GL","A"
2001-12-25,"Weihnachtstag","ZG","A"
2001-12-25,"Weihnachtstag","FR","A"
2001-12-25,"Weihnachtstag","SO","A"
2001-12-25,"Weihnachtstag","BS","A"
2001-12-25,"Weihnachtstag","BL","A"
2001-12-25,"Weihnachtstag","SH","A"
2001-12-25,"Weihnachtstag","AR","A"
2001-12-25,"Weihnachtstag","AI","A"
2001-12-25,"Weihnachtstag","SG","A"
2001-12-25,"Weihnachtstag","GR","A"
2001-12-25,"Weihnachtstag","AG","A"
2001-12-25,"Weihnachtstag","TG","A"
2001-12-25,"Weihnachtstag","TI","A"
2001-12-25,"Weihnachtstag","VD","A"
2001-12-25,"Weihnachtstag","VS","A"
2001-12-25,"Weihnachtstag","NE","A"
2001-12-25,"Weihnachtstag","GE","A"
2001-12-25,"Weihnachtstag","JU","A"
2001-12-26,"Stephanstag","ZH","A"
2001-12-26,"Stephanstag","BE","A"
2001-12-26,"Stephanstag","LU","A"
2001-12-26,"Stephanstag","UR","B"
2001-12-26,"Stephanstag","SZ","B"
2001-12-26,"Stephanstag","OW","D"
2001-12-26,"Stephanstag","NW","D"
2001-12-26,"Stephanstag","GL","A"
2001-12-26,"Stephanstag","ZG","D"
2001-12-26,"Stephanstag","FR","D"
2001-12-26,"Stephanstag","SO","a"
2001-12-26,"Stephanstag","BS","A"
2001-12-26,"Stephanstag","BL","A"
2001-12-26,"Stephanstag","SH","A"
2001-12-26,"Stephanstag","AR","A"
2001-12-26,"Stephanstag","AI","A"
2001-12-26,"Stephanstag","SG","A"
2001-12-26,"Stephanstag","GR","A"
2001-12-26,"Stephanstag","AG","a"
2001-12-26,"Stephanstag","TG","A"
2001-12-26,"Stephanstag","TI","A"
2001-12-26,"Stephanstag","NE","A"
2002-01-01,"Neujahrstag","ZH","A"
2002-01-01,"Neujahrstag","BE","A"
2002-01-01,"Neujahrstag","LU","A"
2002-01-01,"Neujahrstag","UR","A"
2002-01-01,"Neujahrstag","SZ","A"
2002-01-01,"Neujahrstag","OW","A"
2002-01-01,"Neujahrstag","NW","A"
2002-01-01,"Neujahrstag","GL","A"
2002-01-01,"Neujahrstag","ZG","A"
2002-01-01,"Neujahrstag","FR","A"
2002-01-01,"Neujahrstag","SO","A"
2002-01-01,"Neujahrstag","BS","A"
2002-01-01,"Neujahrstag","BL","A"
2002-01-01,"Neujahrstag","SH","A"
2002-01-01,"Neujahrstag","AR","A"
2002-01-01,"Neujahrstag","AI","A"
2002-01-01,"Neujahrstag","SG","A"
2002-01-01,"Neujahrstag","GR","A"
2002-01-01,"Neujahrstag","AG","A"
2002-01-01,"Neujahrstag","TG","A"
2002-01-01,"Neujahrstag","TI","A"
2002-01-01,"Neujahrstag","VD","A"
2002-01-01,"Neujahrstag","VS","A"
2002-01-01,"Neujahrstag","NE","A"
